,Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,ambient_temperature,time,Capacity,Cycle
1,3.243917874214404,-4.023230027806575,55.175236399207634,3.995,1.316,1262.641,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.239716365166017,-4.022882746225092,55.25613358190636,3.995,1.312,1271.922,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.235314265377187,-4.023508876463437,55.25249180144282,3.995,1.309,1281.203,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.230693723817269,-4.02245031687016,55.395573971616344,3.995,1.304,1290.578,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.225956761826944,-4.024731054367682,55.40825235292446,3.995,1.3,1299.922,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.22095943559835,-4.024134179672549,55.48866279140902,3.995,1.295,1309.281,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.215792653312053,-4.023213722311957,55.60899746600385,3.995,1.29,1318.641,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.210241896917941,-4.023348014307291,55.709878262722754,3.995,1.2850000000000001,1327.953,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.204330318051422,-4.022330867082458,55.80279118623217,3.995,1.28,1337.313,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.198099382112034,-4.025628898561539,55.87953783400115,3.995,1.274,1346.625,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.191392252523587,-4.023965006993342,55.95345740677313,3.995,1.268,1355.938,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.184183641842102,-4.02292114802396,56.02145625416559,3.995,1.2610000000000001,1365.297,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.176078273657817,-4.023239716602202,56.181562663852816,3.995,1.2530000000000001,1374.672,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.167392511067245,-4.022120696012709,56.148591849947344,3.995,1.244,1384.047,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.157587279536244,-4.022715137339886,56.288212935866504,3.995,1.236,1393.438,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.14659580910924,-4.023163596990085,56.37285678553427,3.995,1.225,1402.781,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.134570694918175,-4.024122300096356,56.41913492512823,3.995,1.214,1412.063,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.120688980190816,-4.022690150062388,56.533714751087224,3.995,1.201,1421.438,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.105098381382547,-4.024606756428711,56.62939042056809,3.995,1.188,1430.734,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.087094695541806,-4.023721410059514,56.68258493214357,3.995,1.171,1440.063,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.067011785202296,-4.022973636943157,56.754295269097724,3.995,1.153,1449.375,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.043938223328304,-4.024374859334611,56.89696534449095,3.995,1.1320000000000001,1458.719,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,3.0176720408998,-4.023522352342245,57.01590103890581,3.995,1.108,1468.047,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,2.988103394101625,-4.023627654885101,57.12953485384246,3.995,1.08,1477.359,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,2.954414558401547,-4.022603642215748,57.240157100636566,3.995,1.05,1486.688,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,2.916478308438391,-4.023894632647614,57.41432194292413,3.995,1.014,1496.0,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,2.872332765108217,-4.02374283348823,57.59220736643553,3.995,0.975,1505.344,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,2.8201982380844193,-4.023890403581277,57.68054989039776,3.995,0.927,1514.688,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,2.756621697862829,-4.023850839048928,57.80403612930776,3.995,0.873,1524.031,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,2.676772979921907,-4.023158757808975,57.99504633148991,3.995,0.803,1533.375,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,2.569251916227325,-4.024885634667924,58.10261578927547,3.995,0.711,1543.141,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,2.42665561518251,-4.02172341936347,58.35293827603632,3.995,0.597,1552.844,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,2.235673133566624,-4.022540319624384,58.54479307764937,3.995,0.433,1562.594,43,"2009 04 07,16:31:01",1.6975073322057632,1
1,1.999936473158621,-4.000555584272215,58.72626885895911,3.995,0.223,1572.359,43,"2009 04 07,16:31:01",1.6975073322057632,1
2,4.201233252636135,3.6462722481104854e-05,44.6512950787826,0.0006000000000000001,0.0,0.0,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,4.201345768013819,0.00015848618875,44.65675516231354,0.0006000000000000001,4.217,9.312000000000005,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.8910999498509913,-4.024419944168611,44.6899713298765,3.995,1.975,19.469,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.866969890578633,-4.023799704700357,44.77179298711209,3.995,1.963,28.812,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.848088807879082,-4.023642749474318,44.910446519805504,3.995,1.951,38.203,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.831454663687499,-4.023058363873578,45.093652343338476,3.995,1.936,47.594,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.816382982301541,-4.023589316569805,45.280085063290386,3.995,1.92,56.953,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.802735122806608,-4.022465632802213,45.43940701165516,3.995,1.9060000000000001,66.344,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.790230258600464,-4.023025779638971,45.62177622094435,3.995,1.892,75.812,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.778867903405364,-4.022649656343475,45.792041294516935,3.995,1.881,85.187,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.7682100146451782,-4.020755958980522,45.974264954535954,3.995,1.866,94.562,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.7576626839878493,-4.023798196429994,46.120594348956665,3.995,1.855,103.937,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.74799424463022,-4.02309055542567,46.29997066847746,3.995,1.842,113.35900000000001,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.738788294890375,-4.024260223992602,46.47291376469416,3.995,1.833,122.81200000000001,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.730419936705756,-4.023387854633537,46.61711507519833,3.995,1.822,132.234,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.72240693910751,-4.023276034678629,46.795894996442684,3.995,1.815,141.625,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.714733334832686,-4.023716040677189,46.98103263358793,3.995,1.8090000000000002,151.047,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.707347824230631,-4.025958335657771,47.10511500226586,3.995,1.802,160.375,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.700258811027645,-4.021830782210789,47.2500591957713,3.995,1.795,169.75,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.693150157437435,-4.022687196564602,47.419349904166296,3.995,1.788,179.156,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.686051464234307,-4.023167982132024,47.59198428956244,3.995,1.78,188.625,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.679248094535811,-4.022805831408494,47.74615288400943,3.995,1.774,198.0,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.67267113049032,-4.023221884625325,47.90287279531727,3.995,1.767,207.375,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.666345146577666,-4.021818375182418,48.06007390360506,3.995,1.76,216.765,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.660122083239677,-4.023148935949095,48.199748559833296,3.995,1.754,226.234,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.65437590967029,-4.021987831149691,48.35600899962342,3.995,1.749,235.656,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.648654348709078,-4.023901702533301,48.49495860357737,3.995,1.742,245.187,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.643136371417652,-4.024036567656529,48.6064934449169,3.995,1.736,254.562,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.637856422327656,-4.023398073697129,48.724623032100325,3.995,1.729,263.969,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.632804166733169,-4.023201297118853,48.859471728475555,3.995,1.725,273.359,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.627901865463952,-4.024669865716959,48.94038541988427,3.995,1.718,282.828,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.622839530715962,-4.023635135668092,49.01855453447773,3.995,1.71,292.219,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.617852933426397,-4.023465265017092,49.16347859918126,3.995,1.708,301.578,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.612872047979263,-4.023347256999806,49.29846040593876,3.995,1.702,310.969,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.608094624830052,-4.02224903639562,49.35549495427555,3.995,1.698,320.359,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.60325569822608,-4.02273152630144,49.45540989505221,3.995,1.693,329.781,43,"2009 04 07,19:44:26",1.8447012069611741,2
2,3.598478389849068,-4.024439302319312,49.54045760114248,3.995,1.6880000000000002,339.234,43,"2009 04 07,19:44:26",1.8447012069611741,2
